symbol,Name,Currency,SIC Code,NAICS Code,Business Description,Industry,Country,State,City,CIK Code,Company Website,Enterprise Value (in $),Revenue (in $),COGS (in $),Gross Profit (in $,EBITDA (in $),Operating Profit (in $),Other Expenses (in $),Operating Expenses (in $),Net Income (in $),Cash (in $),Accounts Receivables (in $),Inventories (in $),Other Current Assets (in $),Total Current Assets (in $),Fixed Assets (in $),PPE (in $),Total Assets (in $),Accounts Payable (in $),Short Term Debt (in $),Long Term Debt (in $),Other Current Liabilities (in $),Total Current Liabilities (in $),Other Liabilities (in $),Total Liabilities (in $),Net Worth (in $),Total Liabilities & Equity (in $),,Revenue (in %),COGS (in %),Gross Profit (in %),EBITDA (in %),Operating Profit (in %),Other Expenses (in %),Operating Expenses (in %),Net Income (in %),Cash (in %),Accounts Receivables (in %),Inventories (in %),Other Current Assets (in %),Total Current Assets (in %),Fixed Assets (in %),PPE (in %),Total Assets (in %),Accounts Payable (in %),Short Term Debt (in %),Long Term Debt (in %),Other Current Liabilities (in %),Total Current Liabilities (in %),Other Liabilities (in %),Total Liabilities (in %),Net Worth (in %),Total Liabilities & Equity (in %)
BIOT,Biotech Acquisition Company,USD,3826,-,"Biotage AB (publ) provides solution and product in the areas of drug discovery and development, analytical testing, and water and environmental testing.",Analytical Laboratory Instrument Manufacturing ,Sweden,0,Uppsala,CIK_0001832486,www.biotage.com,10692.27082,1862,713,,442,321,0,1541,246,501,279,508,0,1379,0,290,5001,174,0,307,524,728,205,1311,3690,5001,,1,0.38292159,0.61707841,0.237379162,0.172395274,0,0.827604726,0.132116004,0.100179964,0.055788842,0.101579684,0,0.275744851,0,0.057988402,1,0.034793041,0,0.061387722,0.104779044,0.145570886,0.040991802,0.26214757,0.73785243,1
ESPR,"Esperion Therapeutics, Inc.",USD,2834,-,"Esperion Therapeutics, Inc., a pharmaceutical company, develops and commercializes medicines for the treatment of patients with elevated low density lipoprotein cholesterol.",Pharmaceutical Preparation Manufacturing ,United States,MI,Ann Arbor,"CIK_0001066745,CIK_0001434868",www.esperion.com,756.71518,102.902,137.373,,-155.459,-155.709,0.494,258.611,-208.391,114.833,42.623,51.435,0,218.227,0,3.022,221.305,26.214,0,491.552,50.825,137.708,0,631.309,-410.004,221.305,,1,1.33498863,-0.33498863,-1.51074809,-1.513177586,0.004800684,2.513177586,-2.025140425,0.518890219,0.19259845,0.2324168,0,0.986091593,0,0.013655363,1,0.11845191,0,2.221151804,0.229660423,0.622254355,0,2.852664874,-1.852664874,1
GRTX,"Galera Therapeutics, Inc.",USD,2836,-,"Galera Therapeutics, Inc., a clinical stage biopharmaceutical company, focuses on the development and commercialization of therapeutics for the transformation of radiotherapy in cancer.",Biological Product (except Diagnostic) Manufacturing ,United States,PA,Malvern,CIK_0001563577,www.galeratx.com,131.17462,0,0,,-54.89,-54.96,0,54.96,-69.683,24.379,0,0,0.05,31.245,0,1.447,37.779,3.715,0,150.344,0,12.63,0.203,164.332,-126.553,37.779,,-,-,-,-,-,-,-,-,0.645305593,0,0,0.001323487,0.827046772,0,0.038301702,1,0.098335054,0,3.979565367,0,0.334312713,0.005373356,4.349823976,-3.349823976,1
MNKD,MannKind Corporation,USD,2836,-,"MannKind Corporation, a biopharmaceutical company, focuses on the development and commercialization of inhaled therapeutic products for endocrine and orphan lung diseases in the United States.",Biological Product (except Diagnostic) Manufacturing ,United States,CT,Danbury,CIK_0000899460,www.mannkindcorp.com,1214.66474,176.549,60.828,,-2.663,-9.356,0.391,185.905,-31.286,83.016,21.822,27.117,0,225.575,0,85.419,320.328,16.754,0,253.237,22.568,96.374,123.832,572.107,-251.779,320.328,,1,0.34453891,0.65546109,-0.015083631,-0.052993786,0.002214683,1.052993786,-0.177208594,0.259159362,0.068123923,0.084653855,0,0.70420007,0,0.266661047,1,0.05230264,0,0.790555306,0.070452786,0.300860368,0.386578757,1.786003721,-0.786003721,1
ICFI,"ICF International, Inc.",USD,8742,-,"ICF International, Inc. provides management, marketing, technology, and policy consulting and implementation services to government and commercial clients in the United States and internationally.",Administrative Management and General Management Consulting Services ,United States,VA,Reston,CIK_0001362004,www.icf.com,3262.679,1960.495,1261.537,,188.845,126.86,-0.438,1833.635,69.329,5.084,424.085,0,9.258,477.408,0,212.878,2055.12,123.414,0,510.687,59.038,369.177,92.931,1161.79,893.33,2055.12,,1,0.643478815,0.356521185,0.096325163,0.064708148,-0.000223413,0.935291852,0.035363008,0.002473821,0.206355347,0,0.004504846,0.232301763,0,0.103584219,1,0.060051968,0,0.248494978,0.028727276,0.179637685,0.045219257,0.565314921,0.434685079,1
AUID,authID Inc.,USD,7372,-,"authID Inc. provides secure, biometric, identity verification, and strong passwordless and biometric authentication for consumer and workforce applications worldwide.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,CO,Denver,CIK_0001534154,authid.ai,85.80584,0.38432,0,,-12.5639,-11.95589,-7.44364,12.34021,-22.20177,3.81101,0.04883,0,0.09024,4.40032,0,0,8.95397,0.42672,0,0.22031,0.55237,1.09259,0.325,1.6379,7.31607,8.95397,,1,0,1,-32.69124688,-31.10920587,-19.36833888,32.10920587,-57.76896857,0.425622378,0.005453447,0,0.010078211,0.491437876,0,0,1,0.047657073,0,0.024604728,0.061689954,0.122022969,0.036296749,0.182924446,0.817075554,1
FLYW,Flywire Corporation,USD,7374,-,"Flywire Corporation, together with its subsidiaries, operates as a payments enablement and software company in the United States and internationally.","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",United States,MA,Boston,CIK_0001580560,www.flywire.com,2173.5023,375.602,140.144,,-11.491,-23.983,-0.028,399.585,-10.982,638.205,24.93,0,0,762.427,0,2.541,982.416,17.574,0,0,142.794,192.108,14.99,207.098,775.318,982.416,,1,0.373118354,0.626881646,-0.030593554,-0.063852163,-7.4547E-05,1.063852163,-0.029238396,0.64962806,0.025376215,0,0,0.776073476,0,0.002586481,1,0.017888552,0,0,0.145349831,0.195546489,0.015258302,0.210804791,0.789195209,1
REAX,The Real Brokerage Inc.,USD,6531,-,"The Real Brokerage Inc., together with its subsidiaries, operates as a technology-powered real estate brokerage company.",Lessors of Residential Buildings and Dwellings ,Canada,ON,Toronto,CIK_0001862461,www.joinreal.com,255.79695,603.935,548.373,,-21.057,-21.709,-0.792,625.644,-22.346,19.006,2.539,0,16.333,53.306,0,0.437,68.159,0.653,0,0,16.795,42.992,0.246,43.238,24.921,68.159,,1,0.908000033,0.091999967,-0.034866335,-0.035945921,-0.001311399,1.035945921,-0.037000671,0.278847988,0.037251133,0,0.239630863,0.78208307,0,0.006411479,1,0.00958054,0,0,0.246409132,0.630760428,0.003609208,0.634369636,0.365630364,1
CFRX,ContraFect Corporation,USD,2836,-,"ContraFect Corporation, a clinical-stage biotechnology company, discovers and develops therapeutic protein and antibody products for the treatment of life-threatening and drug-resistant infectious diseases in the United States.",Biological Product (except Diagnostic) Manufacturing ,United States,NY,Yonkers,CIK_0001478069,www.contrafect.com,-2.53886,0,0,,-30.055,-30.214,5.749,30.214,-24.138,5.413,0,0,0.012,6.52,0,2.5,9.125,8.179,0,0,0,12.323,0.688,14.884,-5.759,9.125,,-,-,-,-,-,-,-,-,0.593205479,0,0,0.001315068,0.714520548,0,0.273972603,1,0.896328767,0,0,0,1.350465753,0.07539726,1.631123288,-0.631123288,1
CERE,"Cerevel Therapeutics Holdings, Inc.",USD,2836,-,"Cerevel Therapeutics Holdings, Inc., a clinical-stage biopharmaceutical company, develops various therapies for neuroscience diseases in the United States.",Biological Product (except Diagnostic) Manufacturing ,United States,MA,Cambridge,CIK_0001805387,www.cerevel.com,7374.11587,0,0,,-409.53,-414.948,-4.385,414.948,-392.99,155.721,0,0,1.856,687.786,0,47.193,821.962,11.541,0,441.489,1.982,78.838,0,549,272.962,821.962,,-,-,-,-,-,-,-,-,0.189450364,0,0,0.002258012,0.83676131,0,0.057415063,1,0.014040795,0,0.537116071,0.002411304,0.09591441,0,0.667914088,0.332085912,1
AHCO,AdaptHealth Corp.,USD,5047,-,"AdaptHealth Corp., together with its subsidiaries, provides home medical equipment (HME), medical supplies, and home and related services in the United States.","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",United States,PA,Plymouth Meeting,CIK_0001725255,adapthealth.com,3231.77206,3122.226,2643.914,,583.552,190.79,34.566,2931.436,-426.98,56.143,370.74,116.332,0,585.067,0,621.588,4725.248,205.098,0,2126.803,105.08,448.185,309.207,2985.476,1739.772,4725.248,,1,0.846804171,0.153195829,0.18690255,0.061107044,0.011070947,0.938892956,-0.136754995,0.011881493,0.078459374,0.024619237,0,0.123817205,0,0.131546111,1,0.043404706,0,0.450093413,0.022237986,0.09484899,0.0654372,0.631813611,0.368186389,1
OCC,Optical Cable Corporation,USD,3357,-,"Optical Cable Corporation, together with its subsidiaries, engages in the manufacture and sale of fiber optic and copper data communications cabling and connectivity solutions primarily for the enterprise market in the United States and internationally.","Other Aluminum Rolling, Drawing, and Extruding ",United States,VA,Roanoke,CIK_0001000230,www.occfiber.com,31.61687,72.17375,49.87968,,1.93954,0.99308,0.17223,71.18067,2.0665,1.46871,8.72781,23.76633,0,35.03792,0,7.87754,43.8789,5.31143,0,10.94702,0.10275,7.7682,0.12046,19.15706,24.72184,43.8789,,1,0.691105561,0.308894439,0.026873205,0.013759573,0.002386325,0.986240427,0.028632294,0.033471897,0.198906764,0.54163459,0,0.798514092,0,0.179529113,1,0.121047474,0,0.249482553,0.002341672,0.177037255,0.002745283,0.43658934,0.56341066,1
FORTY,Formula Systems (1985) Ltd.,USD,7373,-,"Formula Systems (1985) Ltd., through its subsidiaries, provides proprietary and non-proprietary software solutions, IT professional services, software product marketing and support, computer infrastructure and integration solutions, and learning and integration worldwide.",Computer Systems Design Services ,Israel,0,Or Yehuda,CIK_0001045986,www.formulasystems.com,7000.50146,2637.679,1992.312,,284.9435,239.149,-7.701,2398.53,63.64,392.295,692.798,37.156,0,1271.97,0,160.332,2656.965,211.502,0,342.708,231.738,904.466,107.661,1430.418,1226.547,2656.965,,1,0.755327695,0.244672305,0.108028119,0.090666453,-0.002919612,0.909333547,0.024127272,0.147647786,0.260747883,0.013984377,0,0.478730431,0,0.060344039,1,0.079602855,0,0.128984763,0.087219064,0.340413216,0.040520293,0.538365391,0.461634609,1
TNXP,Tonix Pharmaceuticals Holding Corp.,USD,2834,-,"Tonix Pharmaceuticals Holding Corp., a biopharmaceutical company, focuses on developing, discovering, commercializing, and licensing therapeutics to treat and prevent human disease and alleviate suffering.",Pharmaceutical Preparation Manufacturing ,United States,NJ,Chatham,CIK_0001430306,www.tonixpharma.com,17.85768,3.989,2.374,,-119.913,-123.779,0,127.768,-121.016,6.914,1.562,13.317,0,31.337,0,95.947,139.282,7.799,0,0,0,17.733,0,18.449,120.833,139.282,,1,0.595136626,0.404863374,-30.06091752,-31.03008273,0,32.03008273,-30.33742793,0.049640298,0.011214658,0.09561178,0,0.224989589,0,0.688868626,1,0.055994314,0,0,0,0.127317241,0,0.132457891,0.867542109,1
CMAX,"CareMax, Inc.",USD,8011,-,"CareMax, Inc. provides chronic disease management services through physicians and health care professionals.",Offices of Physicians (except Mental Health Specialists) ,United States,FL,Miami,CIK_0001813914,www.caremax.com,487.41108,763.53,672.253,,-4.239,-31.657,12.919,795.187,-207.147,32.264,139.573,0,4.071,176.662,0,158.663,1058.117,9.345,0,302.612,30.57,98.341,14.88,533.501,524.616,1058.117,,1,0.880453944,0.119546056,-0.005551845,-0.04146137,0.016920095,1.04146137,-0.271301717,0.030491902,0.131906963,0,0.003847401,0.166958852,0,0.149948446,1,0.008831727,0,0.285991058,0.028890945,0.092939628,0.014062717,0.504198496,0.495801504,1
AKU,Akumin Inc.,USD,8071,-,Akumin Inc. provides outpatient diagnostic imaging services in the United States.,Medical Laboratories ,United States,FL,Plantation,CIK_0001776197,www.akumin.com,1680.39254,737.691,569.719,,114.905,12.76,0.077,724.931,-255.795,31.641,118.1,0,9.829,174.201,0,354.729,1590.83,57.061,0,40.267,0,1450.289,19.112,1680.959,-90.129,1590.83,,1,0.772300326,0.227699674,0.15576305,0.017297215,0.00010438,0.982702785,-0.346750875,0.019889617,0.074237976,0,0.006178536,0.109503215,0,0.2229836,1,0.035868697,0,0.025311944,0,0.911655551,0.012013854,1.056655331,-0.056655331,1
TTEC,"TTEC Holdings, Inc.",USD,7389,-,"TTEC Holdings, Inc., a customer experience technology and services company, that designs, builds, orchestrates, and delivers digitally enabled customer experiences designed for various brands.",Tobacco Manufacturing ,United States,CO,Englewood,CIK_0001013880,www.ttec.com,1996.58512,2494.914,1882.869,,277.23,169.132,-4.363,2325.782,40.681,151.583,379.755,0,13.678,662.126,0,312.098,2168.19,105.519,0,964,103.852,422.797,76.009,1560.705,607.485,2168.19,,1,0.754682927,0.245317073,0.111118059,0.067790713,-0.001748758,0.932209287,0.016305572,0.069912231,0.175148396,0,0.006308488,0.305381908,0,0.143944027,1,0.04866686,0,0.444610482,0.047898016,0.194999977,0.03505643,0.719819296,0.280180704,1
SISI,"Shineco, Inc.",USD,2834,-,"Shineco, Inc., through its subsidiaries, processes and distributes agricultural produce.",Pharmaceutical Preparation Manufacturing ,China,0,Beijing,CIK_0001300734,www.biosisi.com,47.01901,4.50324,3.95545,,-11.05225,-14.08108,0.45635,18.58431,-7.11505,0.87503,8.36379,4.79346,0.00636,16.01616,0,6.56336,97.84692,1.71603,0,1.0829,4.78221,35.10249,10.72955,46.98131,50.8656,97.84692,,1,0.878356472,0.121643528,-2.454288468,-3.126877537,0.101338148,4.126875316,-1.579984633,0.008942847,0.085478317,0.048989381,6.49995E-05,0.163685888,0,0.06707784,1,0.017537905,0,0.011067288,0.048874405,0.358749054,0.109656492,0.480151138,0.51984876,1
FROG,JFrog Ltd.,USD,7372,-,"JFrog Ltd. provides DevOps platform in the United States, Israel, and internationally.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,CA,Sunnyvale,CIK_0001800667,www.jfrog.com,3152.02797,349.886,77.023,,-52.638,-67.941,-0.475,417.827,-61.256,60.984,60.922,0,10.313,587.235,0,31.794,919.607,14.712,0,0,179.446,234.404,16.202,266.509,653.098,919.607,,1,0.220137416,0.779862584,-0.150443287,-0.19418039,-0.001357585,1.19418039,-0.175074167,0.066315285,0.066247865,0,0.011214573,0.638571694,0,0.034573465,1,0.015998138,0,0,0.195133356,0.254895841,0.017618396,0.289807494,0.710192506,1
FSZ,First Trust Switzerland AlphaDEX Fund,USD,6282,-,Fiera Capital Corporation is an employee owned investment manager.,Portfolio Management and Investment Advice ,Canada,QC,Montreal,CIK_0001505817,www.fieracapital.com,1341.50048,660.371,0,,154.56,113.104,5.414,547.267,21.543,42.259,117.205,0,0.982,207.842,0,76.053,1246.023,135.004,0,666.428,26.323,175.495,16.371,925.81,320.213,1246.023,,1,0,1,0.234050254,0.171273421,0.008198422,0.828726579,0.032622571,0.033915104,0.094063272,0,0.000788107,0.166804305,0,0.061036594,1,0.10834792,0,0.53484406,0.021125613,0.14084411,0.013138602,0.743011967,0.256988033,1
VUZI,Vuzix Corporation,USD,3651,-,"Vuzix Corporation, together with its subsidiaries, designs, manufactures, markets, and sells augmented reality (AR) wearable display and computing devices for consumer and enterprise markets in North America, Europe, the Asia-Pacific, and internationally.",Audio and Video Equipment Manufacturing,United States,NY,West Henrietta,CIK_0001463972,www.vuzix.com,94.45368,13.96045,11.62944,,-39.73278,-43.92136,0.46671,57.88182,-41.02742,38.04904,7.38921,11.30188,1.74781,59.61026,0,7.51439,100.98804,1.85326,0,0,0.3721,5.14419,0,5.31238,95.67566,100.98804,,1,0.833027589,0.166972411,-2.846095935,-3.146127811,0.033430871,4.146128527,-2.938832201,0.376767784,0.073169159,0.111913054,0.017307099,0.590270491,0,0.074408712,1,0.018351282,0,0,0.003684595,0.050938606,0,0.052604051,0.947395949,1
HCM,HUTCHMED (China) Limited,USD,2834,-,"HUTCHMED (China) Limited discovers, develops, and commercializes targeted therapeutics and immunotherapies for cancer and immunological diseases in Hong Kong and internationally.",Pharmaceutical Preparation Manufacturing ,Hong Kong,0,Central,CIK_0001648257,www.hutch-med.com,1785.37284,757.236,731.894,,-91.185,-99.285,23.164,856.521,-29.423,222.996,129.203,53.875,0,1090.485,0,96.829,1297.497,54.575,0,40.147,94.367,340.863,116.47,497.48,800.017,1297.497,,1,0.966533551,0.033466449,-0.120418205,-0.131115002,0.030590199,1.131115002,-0.038855786,0.171866293,0.09957865,0.041522254,0,0.84045281,0,0.074627533,1,0.042061754,0,0.030941883,0.072730033,0.262708122,0.08976514,0.383415145,0.616584855,1
SALM,"Salem Media Group, Inc.",USD,4832,-,"Salem Media Group, Inc. operates as a multimedia company in the United States.",Radio Broadcasting Stations ,United States,TX,Irving,"CIK_0001049664,CIK_0001050606",www.salemmedia.com,235.53155,261.573,229.882,,10.6,-0.002,0.042,261.575,-45.752,0,31.918,1.383,8.344,53.795,0,125.256,471.3,9.484,0,152.611,13.192,81.43,62.261,339.148,132.152,471.3,,1,0.878844529,0.121155471,0.04052406,-7.64605E-06,0.000160567,1.000007646,-0.174911019,0,0.067723318,0.002934437,0.017704222,0.114141736,0,0.265767027,1,0.020123064,0,0.323808614,0.027990664,0.172777424,0.132104816,0.719601103,0.280398897,1
QNCX,"Quince Therapeutics, Inc.",USD,2836,-,"Quince Therapeutics, Inc., a preclinical stage biopharmaceutical company, develops precision therapeutics for debilitating and rare diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,South San Francisco,CIK_0001662774,www.quincetx.com,-38.15161,0,0,,-25.058,-25.118,0.166,25.118,-28.025,21.632,0.5,0,0.141,85.173,0,0.053,85.386,0.409,0,0,0.151,2.253,0,2.253,83.133,85.386,,-,-,-,-,-,-,-,-,0.253343639,0.005855761,0,0.001651325,0.997505446,0,0.000620711,1,0.004790012,0,0,0.00176844,0.026386059,0,0.026386059,0.973613941,1
CIFR,Cipher Mining Inc.,USD,7372,-,"Cipher Mining Inc., a technology company, develops and operates industrial scale bitcoin mining data centers in the United States.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,NY,New York,CIK_0001819989,www.ciphermining.com,1083.57246,86.46,37.765,,-30.912,-77.548,9.99,164.008,-88.64,3.342,0.36,0,47.954,54.418,0,262.694,416.49,6.158,0,0,14.897,38.893,19.251,73.803,342.687,416.49,,1,0.43679158,0.56320842,-0.357529493,-0.896923433,0.115544761,1.896923433,-1.025213972,0.008024202,0.000864366,0,0.115138419,0.130658599,0,0.630733031,1,0.014785469,0,0,0.035767966,0.093382794,0.046221998,0.177202334,0.822797666,1
CREX,"Creative Realities, Inc.",USD,7372,-,"Creative Realities, Inc., together with its subsidiaries, provides digital marketing technology and solutions in the United States and internationally.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,KY,Louisville,CIK_0001356093,www.cri.com,32.1723,41.198,21.837,,1.378,-1.788,0.087,42.986,-5.69,8.376,5.865,2.306,0,17.507,0,1.711,69.689,3.34,0,10.574,7.039,19.664,11.425,42.286,27.403,69.689,,1,0.530050002,0.469949998,0.033448226,-0.043400165,0.002111753,1.043400165,-0.138113501,0.120191135,0.084159623,0.033089871,0,0.251216117,0,0.024551938,1,0.04792722,0,0.151731263,0.101005898,0.282167917,0.16394266,0.606781558,0.393218442,1
FGEN,"FibroGen, Inc.",USD,2836,-,"FibroGen, Inc., a biopharmaceutical company, discovers, develops, and commercializes therapeutics to treat serious unmet medical needs.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,San Francisco,CIK_0000921299,www.fibrogen.com,48.31294,154.981,269.391,,-245.785,-256.53,-5,411.511,-294.175,120.914,31.694,40.696,28.5,364.108,0,85.76,460.426,19.22,0,88.608,100.556,209.415,207.57,575.628,-115.202,460.426,,1,1.738219524,-0.738219524,-1.585904079,-1.655235158,-0.032262019,2.655235158,-1.898135901,0.262613319,0.068836252,0.088387711,0.061899198,0.790806775,0,0.186262288,1,0.04174395,0,0.192447864,0.218397745,0.454828789,0.45082163,1.250207417,-0.250207417,1
GOGO,Gogo Inc.,USD,4899,-,"Gogo Inc., through its subsidiaries, provides broadband connectivity services to the aviation industry in the United States and internationally.",Taxi and Ridesharing Services ,United States,CO,Broomfield,CIK_0001537054,www.gogoair.com,1846.9921,407.93,137.522,,154.98,137.984,0.722,269.946,158.881,86.157,56.51,65.907,9.78,286.833,0,172.521,767.288,15.328,0,588.733,11.574,62.501,8.028,733.746,33.542,767.288,,1,0.337121565,0.662878435,0.379918123,0.338254112,0.001769912,0.661745888,0.389481038,0.112287694,0.073649008,0.085896039,0.012746192,0.373827038,0,0.224845169,1,0.019976854,0,0.76729077,0.015084297,0.081457028,0.010462825,0.956284993,0.043715007,1
CLRB,"Cellectar Biosciences, Inc.",USD,2836,-,"Cellectar Biosciences, Inc., a clinical biopharmaceutical company, focuses on the discovery, development, and commercialization of drugs for the treatment of cancer.",Biological Product (except Diagnostic) Manufacturing ,United States,NJ,Florham Park,CIK_0001279704,www.cellectar.com,34.92325,0,0,,-33.67473,-33.8353,-4.37,33.8353,-37.74993,18.98644,0,0,0,20.10991,0,1.41108,21.55077,7.81459,0,0,8.6,16.47085,0,16.9836,4.56716,21.55077,,-,-,-,-,-,-,-,-,0.88100982,0,0,0,0.933141136,0,0.065477011,1,0.36261303,0,0,0.399057667,0.764281276,0,0.78807393,0.211925606,1
QUBT,"Quantum Computing, Inc.",USD,7372,-,"Quantum Computing Inc., a nanophotonic-based quantum technology company, offers affordable commercial applications.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,VA,Leesburg,CIK_0001758009,www.quantumcomputinginc.com,66.85867,0.28443,0.15036,,-35.28727,-37.54218,0,37.82661,-40.21066,7.37936,0.00244,0,0.01734,8.10952,0,4.07368,89.33255,1.13074,0,0,0.22712,8.08893,0,8.08893,81.24363,89.33255,,1,0.52863622,0.47136378,-124.0631087,-131.9909292,0,132.9909292,-141.3727806,0.0826055,2.73137E-05,0,0.000194106,0.090779005,0,0.045601295,1,0.012657648,0,0,0.00254241,0.090548518,0,0.090548518,0.909451594,1
CNCE,"Concert Pharmaceuticals, Inc.",USD,2836,-,"Concert Pharmaceuticals, Inc. operates as a clinical stage biopharmaceutical company that develops novel small molecule drugs for the treatment of autoimmune diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,MA,Lexington,CIK_0001367920,www.concertpharma.com,0,32.042,102.703,,-91.003,-92.27,-1.108,124.312,-126.309,95.189,1.44,0,0.015,157.196,0,12.781,171.134,2.747,0,0,0,17.399,7.595,37.862,133.272,171.134,,1,3.205261844,-2.205261844,-2.840116098,-2.879657949,-0.034579614,3.879657949,-3.941982398,0.556224947,0.008414459,0,8.76506E-05,0.91855505,0,0.074684166,1,0.016051749,0,0,0,0.101668868,0.044380427,0.221241834,0.778758166,1
TOI,"The Oncology Institute, Inc.",USD,8011,-,"The Oncology Institute, Inc., an oncology company, provides various medical oncology services in the United States.",Offices of Physicians (except Mental Health Specialists) ,United States,CA,Cerritos,CIK_0001799191,theoncologyinstitute.com,180.53192,309.875,249.052,,-52.064,-57.552,13.194,367.427,-75.321,27.535,48.442,12.174,0,152.682,0,39.32,218.353,13.333,0,85.254,6.702,32.39,2.736,146.504,71.849,218.353,,1,0.803717628,0.196282372,-0.168016136,-0.185726503,0.042578459,1.185726503,-0.243068979,0.126103145,0.221851772,0.055753757,0,0.699243885,0,0.180075383,1,0.061061675,0,0.390441166,0.030693418,0.148337783,0.012530169,0.67095025,0.32904975,1
MCVT,"Mill City Ventures III, Ltd.",USD,6153,-,"Mill City Ventures III, Ltd. is a principal investment firm specializing investments in debt and equity securities of public and private companies to fund their operations whether its start-up, acquisition, or growth.",Credit Card Issuing ,United States,MN,Wayzata,CIK_0001425355,www.millcityventures3.com,14.69637,3.34421,0,,0,-0.60078,0,3.94499,-1.0648,0.96286,0.21921,0,0,1.64949,0,0.01472,19.6168,0.12408,0,0,0,0.1388,0,0.1388,19.47801,19.6168,,1,0,1,0,-0.179647809,0,1.179647809,-0.318401057,0.049083439,0.011174605,0,0,0.08408558,0,0.000750377,1,0.006325191,0,0,0,0.007075568,0,0.007075568,0.992924942,1
RBKB,"Rhinebeck Bancorp, Inc.",USD,6036,-,"Rhinebeck Bancorp, Inc. operates as the bank holding company for Rhinebeck Bank that provides banking and financial products and services to consumer and commercial customers in the Hudson Valley region of New York.",Savings Institutions and Other Depository Credit Intermediation ,United States,NY,Poughkeepsie,CIK_0001751783,www.rhinebeckbank.com,0,42.043,0,,-,6.937,-1.323,35.106,4.395,26.76,0,0,3.692,38.13,0,24.477,1315.439,1082.3,0,52.838,0,1139.063,10.601,1208.767,106.672,1315.439,,1,0,1,-,0.16499774,-0.031467783,0.83500226,0.104535832,0.020343019,0,0,0.002806668,0.028986521,0,0.018607476,1,0.822767152,0,0.040167579,0,0.865918526,0.008058907,0.91890768,0.08109232,1
KSI,Kadem Sustainable Impact Corporation,USD,7372,-,"kneat.com, inc. designs, develops, and supplies software for data and document management within regulated environments in the United States, Ireland, Canada, and internationally.",Manufacturing and Reproducing Magnetic and Optical Media ,Ireland,0,Limerick,CIK_0001861825,www.kneat.com,247.63258,34.22341,11.01549,,-13.15748,-13.5339,0,47.75731,-14.11923,11.48198,7.76679,0,0,25.61809,0,7.18264,59.31407,1.01205,0,13.89891,16.4082,22.21493,0.0672,42.16821,17.14586,59.31407,,1,0.32187003,0.67812997,-0.384458474,-0.395457378,0,1.395457378,-0.412560584,0.193579365,0.130943468,0,0,0.431905786,0,0.121095045,1,0.017062562,0,0.23432737,0.276632509,0.374530529,0.001132952,0.710930981,0.289069019,1
ACT,"Enact Holdings, Inc.",USD,6351,-,"Enact Holdings, Inc. operates as a private mortgage insurance company in the United States.",Direct Property and Casualty Insurance Carriers ,United States,NC,Raleigh,CIK_0001823529,www.enactmi.com,4680.59256,1153.686,250.31,,0,903.376,0,250.31,665.511,677.99,44.31,0,42.051,782.524,0,0,6000.688,501.093,0,744.752,161.58,662.673,136.057,1543.482,4457.206,6000.688,,1,0.216965448,0.783034552,0,0.783034552,0,0.216965448,0.576856268,0.112985378,0.007384153,0,0.007007696,0.130405713,0,0,1,0.083505925,0,0.124111102,0.026926912,0.110432837,0.022673567,0.257217506,0.742782494,1
EOLS,"Evolus, Inc.",USD,2834,-,"Evolus, Inc., a performance beauty company, provides medical aesthetic products for physicians and their patients in the United States.",Pharmaceutical Preparation Manufacturing ,United States,CA,Newport Beach,CIK_0001570562,www.evolus.com,670.9754,184.732,55.659,,-35.066,-39.853,0.086,224.585,-63.018,38.685,30.464,17.626,1.569,91.999,0,8.037,167.971,11.76,0,95.094,20.483,48.54,38.722,187.339,-19.368,167.971,,1,0.301295931,0.698704069,-0.18982093,-0.215734145,0.000465539,1.215734145,-0.341132018,0.230307613,0.18136464,0.10493478,0.009340898,0.54770764,0,0.047847545,1,0.070012085,0,0.56613344,0.121943669,0.288978455,0.230527889,1.115305618,-0.115305618,1
MTEK,Maris-Tech Ltd.,USD,3829,-,"Maris-Tech Ltd. designs and manufactures digital video and audio hardware and software solutions for the professionals, as well as the civilian and home security markets worldwide.",Totalizing Fluid Meter and Counting Device Manufacturing ,Israel,0,Rehovot,CIK_0001872964,www.maris-tech.com,2.78855,2.01082,1.71544,,-3.77718,-3.81912,0,5.82994,-3.67867,1.78003,0.75069,1.38574,0,9.65467,0,0.89828,10.73712,0.67559,0,0.86153,0.8976,1.7999,0.40588,3.43533,7.30179,10.73712,,1,0.853104704,0.146895296,-1.878427706,-1.899284869,0,2.899284869,-1.829437742,0.165782817,0.069915396,0.129060679,0,0.899186188,0,0.083661168,1,0.062920969,0,0.080238462,0.083597836,0.167633406,0.037801571,0.319948925,0.680051075,1
