NAICS,LineItems,Value,Percent,ReportID,Industry
445110,Operating Profit,122578.125,5%,Income Statement,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
445110,Other Expenses,2723.958333,0%,Income Statement,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
445110,Profit Before Taxes,122578.125,5%,Income Statement,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
445110,EBITDA,147093.75,5%,Income Statement,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
445131,Revenue,2949386.364,100%,Income Statement,Convenience Retailers
445131,COGS,2217938.545,75%,Income Statement,Convenience Retailers
445131,Gross Profit,731447.8182,25%,Income Statement,Convenience Retailers
445131,Operating Expenses,654763.7727,22%,Income Statement,Convenience Retailers
445131,Operating Profit,79633.43182,3%,Income Statement,Convenience Retailers
445131,Other Expenses,-35392.63636,-1%,Income Statement,Convenience Retailers
445131,Profit Before Taxes,112076.6818,4%,Income Statement,Convenience Retailers
445131,EBITDA,132722.3864,5%,Income Statement,Convenience Retailers
445240,Revenue,1935700,100%,Income Statement,Meat Retailers
445240,COGS,994949.8,51%,Income Statement,Meat Retailers
445240,Gross Profit,940750.2,49%,Income Statement,Meat Retailers
445240,Operating Expenses,865257.9,45%,Income Statement,Meat Retailers
445240,Operating Profit,73556.6,4%,Income Statement,Meat Retailers
445240,Other Expenses,-9678.5,-1%,Income Statement,Meat Retailers
445240,Profit Before Taxes,83235.1,4%,Income Statement,Meat Retailers
445240,EBITDA,162598.8,8%,Income Statement,Meat Retailers
445291,Revenue,859222.2222,100%,Income Statement,Baked Goods Retailers
445291,COGS,317912.2222,37%,Income Statement,Baked Goods Retailers
445291,Gross Profit,541310,63%,Income Statement,Baked Goods Retailers
445291,Operating Expenses,483742.1111,56%,Income Statement,Baked Goods Retailers
445291,Operating Profit,56708.66667,7%,Income Statement,Baked Goods Retailers
445291,Other Expenses,10310.66667,1%,Income Statement,Baked Goods Retailers
445291,Profit Before Taxes,47257.22222,6%,Income Statement,Baked Goods Retailers
445291,EBITDA,76470.77778,9%,Income Statement,Baked Goods Retailers
445298,Revenue,973136.3636,100%,Income Statement,All Other Specialty Food Retailers
445298,COGS,432072.5455,44%,Income Statement,All Other Specialty Food Retailers
445298,Gross Profit,541063.8182,56%,Income Statement,All Other Specialty Food Retailers
445298,Operating Expenses,462239.7727,48%,Income Statement,All Other Specialty Food Retailers
445298,Operating Profit,78824.04545,8%,Income Statement,All Other Specialty Food Retailers
445298,Other Expenses,16543.31818,2%,Income Statement,All Other Specialty Food Retailers
445298,Profit Before Taxes,62280.72727,6%,Income Statement,All Other Specialty Food Retailers
445298,EBITDA,89528.54545,9%,Income Statement,All Other Specialty Food Retailers
445320,Revenue,1311641.026,100%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,COGS,903720.6667,69%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,Gross Profit,407920.359,31%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,Operating Expenses,354143.0769,27%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,Operating Profit,55088.92308,4%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,Other Expenses,-3934.923077,0%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,Profit Before Taxes,59023.84615,5%,Income Statement,"Beer, Wine, and Liquor Retailers"
445320,EBITDA,89191.58974,7%,Income Statement,"Beer, Wine, and Liquor Retailers"
449110,Revenue,1403071.429,100%,Income Statement,Furniture Retailers
449110,COGS,896562.6429,64%,Income Statement,Furniture Retailers
449110,Gross Profit,506508.7857,36%,Income Statement,Furniture Retailers
449110,Operating Expenses,453192.0714,32%,Income Statement,Furniture Retailers
449110,Operating Profit,53316.71429,4%,Income Statement,Furniture Retailers
449110,Other Expenses,7015.357143,1%,Income Statement,Furniture Retailers
449110,Profit Before Taxes,46301.35714,3%,Income Statement,Furniture Retailers
449110,EBITDA,54719.78571,4%,Income Statement,Furniture Retailers
449121,Revenue,4674550,100%,Income Statement,Floor Covering Retailers
449121,COGS,2926268.3,63%,Income Statement,Floor Covering Retailers
449121,Gross Profit,1748281.7,37%,Income Statement,Floor Covering Retailers
449121,Operating Expenses,1500530.55,32%,Income Statement,Floor Covering Retailers
449121,Operating Profit,247751.15,5%,Income Statement,Floor Covering Retailers
449121,Other Expenses,18698.2,0%,Income Statement,Floor Covering Retailers
449121,Profit Before Taxes,229052.95,5%,Income Statement,Floor Covering Retailers
449121,EBITDA,285147.55,6%,Income Statement,Floor Covering Retailers
449129,Revenue,2525714.286,100%,Income Statement,All Other Home Furnishings Retailers
449129,COGS,1462388.571,58%,Income Statement,All Other Home Furnishings Retailers
449129,Gross Profit,1063325.714,42%,Income Statement,All Other Home Furnishings Retailers
449129,Operating Expenses,990080,39%,Income Statement,All Other Home Furnishings Retailers
449129,Operating Profit,73245.71429,3%,Income Statement,All Other Home Furnishings Retailers
449129,Other Expenses,7577.142857,0%,Income Statement,All Other Home Furnishings Retailers
449129,Profit Before Taxes,63142.85714,3%,Income Statement,All Other Home Furnishings Retailers
449129,EBITDA,128811.4286,5%,Income Statement,All Other Home Furnishings Retailers
449210,Revenue,2473818.182,100%,Income Statement,Electronics and Appliance Retailers
449210,COGS,1494186.182,60%,Income Statement,Electronics and Appliance Retailers
449210,Gross Profit,979632,40%,Income Statement,Electronics and Appliance Retailers
449210,Operating Expenses,915312.7273,37%,Income Statement,Electronics and Appliance Retailers
449210,Operating Profit,64319.27273,3%,Income Statement,Electronics and Appliance Retailers
449210,Other Expenses,4947.636364,0%,Income Statement,Electronics and Appliance Retailers
449210,Profit Before Taxes,61845.45455,3%,Income Statement,Electronics and Appliance Retailers
449210,EBITDA,84109.81818,3%,Income Statement,Electronics and Appliance Retailers
455219,Revenue,4251250,100%,Income Statement,All Other General Merchandise Retailers
455219,COGS,2469976.25,58%,Income Statement,All Other General Merchandise Retailers
455219,Gross Profit,1781273.75,42%,Income Statement,All Other General Merchandise Retailers
455219,Operating Expenses,1594218.75,38%,Income Statement,All Other General Merchandise Retailers
455219,Operating Profit,187055,4%,Income Statement,All Other General Merchandise Retailers
455219,Other Expenses,51015,1%,Income Statement,All Other General Merchandise Retailers
455219,Profit Before Taxes,136040,3%,Income Statement,All Other General Merchandise Retailers
455219,EBITDA,238070,6%,Income Statement,All Other General Merchandise Retailers
456110,Revenue,3346785.714,100%,Income Statement,Pharmacies and Drug Retailers
456110,COGS,2496702.143,75%,Income Statement,Pharmacies and Drug Retailers
456110,Gross Profit,850083.5714,25%,Income Statement,Pharmacies and Drug Retailers
456110,Operating Expenses,682744.2857,20%,Income Statement,Pharmacies and Drug Retailers
456110,Operating Profit,167339.2857,5%,Income Statement,Pharmacies and Drug Retailers
456110,Other Expenses,97056.78571,3%,Income Statement,Pharmacies and Drug Retailers
456110,Profit Before Taxes,70282.5,2%,Income Statement,Pharmacies and Drug Retailers
456110,EBITDA,87016.42857,3%,Income Statement,Pharmacies and Drug Retailers
456120,Revenue,4655916.667,100%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,COGS,2416420.75,52%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,Gross Profit,2239495.917,48%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,Operating Expenses,2225528.167,48%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,Operating Profit,13967.75,0%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,Other Expenses,27935.5,1%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,Profit Before Taxes,-13967.75,0%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456120,EBITDA,190892.5833,4%,Income Statement,"Cosmetics, Beauty Supplies, and Perfume Retailers"
456191,Revenue,17817937.5,100%,Income Statement,Food (Health) Supplement Retailers
456191,COGS,8178433.313,46%,Income Statement,Food (Health) Supplement Retailers
456191,Gross Profit,9639504.188,54%,Income Statement,Food (Health) Supplement Retailers
456191,Operating Expenses,8606063.813,48%,Income Statement,Food (Health) Supplement Retailers
456191,Operating Profit,1033440.375,6%,Income Statement,Food (Health) Supplement Retailers
456191,Other Expenses,320722.875,2%,Income Statement,Food (Health) Supplement Retailers
456191,Profit Before Taxes,712717.5,4%,Income Statement,Food (Health) Supplement Retailers
456191,EBITDA,1229437.688,7%,Income Statement,Food (Health) Supplement Retailers
457110,Revenue,3693500,100%,Income Statement,Gasoline Stations with Convenience Stores
457110,COGS,2999122,81%,Income Statement,Gasoline Stations with Convenience Stores
457110,Gross Profit,694378,19%,Income Statement,Gasoline Stations with Convenience Stores
457110,Operating Expenses,646362.5,18%,Income Statement,Gasoline Stations with Convenience Stores
457110,Operating Profit,48015.5,1%,Income Statement,Gasoline Stations with Convenience Stores
457110,Other Expenses,-59096,-2%,Income Statement,Gasoline Stations with Convenience Stores
457110,Profit Before Taxes,107111.5,3%,Income Statement,Gasoline Stations with Convenience Stores
457110,EBITDA,151433.5,4%,Income Statement,Gasoline Stations with Convenience Stores
457120,Revenue,18262600,100%,Income Statement,Other Gasoline Stations
457120,COGS,14701393,81%,Income Statement,Other Gasoline Stations
457120,Gross Profit,3561207,20%,Income Statement,Other Gasoline Stations
457120,Operating Expenses,2100199,12%,Income Statement,Other Gasoline Stations
457120,Operating Profit,1461008,8%,Income Statement,Other Gasoline Stations
457120,Other Expenses,109575.6,1%,Income Statement,Other Gasoline Stations
457120,Profit Before Taxes,1351432.4,7%,Income Statement,Other Gasoline Stations
457120,EBITDA,1844522.6,10%,Income Statement,Other Gasoline Stations
457210,Revenue,9257500,100%,Income Statement,Fuel Dealers
457210,COGS,6970897.5,75%,Income Statement,Fuel Dealers
457210,Gross Profit,2286602.5,25%,Income Statement,Fuel Dealers
457210,Operating Expenses,1925560,21%,Income Statement,Fuel Dealers
457210,Operating Profit,361042.5,4%,Income Statement,Fuel Dealers
457210,Other Expenses,46287.5,1%,Income Statement,Fuel Dealers
457210,Profit Before Taxes,324012.5,4%,Income Statement,Fuel Dealers
457210,EBITDA,518420,6%,Income Statement,Fuel Dealers
458110,Revenue,1051980.392,100%,Income Statement,Clothing and Clothing Accessories Retailers
458110,COGS,518626.3333,49%,Income Statement,Clothing and Clothing Accessories Retailers
458110,Gross Profit,533354.0588,51%,Income Statement,Clothing and Clothing Accessories Retailers
458110,Operating Expenses,447091.6667,43%,Income Statement,Clothing and Clothing Accessories Retailers
458110,Operating Profit,86262.39216,8%,Income Statement,Clothing and Clothing Accessories Retailers
458110,Other Expenses,5259.901961,1%,Income Statement,Clothing and Clothing Accessories Retailers
458110,Profit Before Taxes,82054.47059,8%,Income Statement,Clothing and Clothing Accessories Retailers
458110,EBITDA,98886.15686,9%,Income Statement,Clothing and Clothing Accessories Retailers
458210,Revenue,16373200,100%,Income Statement,Shoe Retailers
458210,COGS,9594695.2,59%,Income Statement,Shoe Retailers
458210,Gross Profit,6778504.8,41%,Income Statement,Shoe Retailers
458210,Operating Expenses,6254562.4,38%,Income Statement,Shoe Retailers
458210,Operating Profit,523942.4,3%,Income Statement,Shoe Retailers
458210,Other Expenses,0,0%,Income Statement,Shoe Retailers
458210,Profit Before Taxes,523942.4,3%,Income Statement,Shoe Retailers
458210,EBITDA,753167.2,5%,Income Statement,Shoe Retailers
458310,Revenue,4028857.143,100%,Income Statement,Jewelry Retailers
458310,COGS,2123207.714,53%,Income Statement,Jewelry Retailers
458310,Gross Profit,1905649.429,47%,Income Statement,Jewelry Retailers
458310,Operating Expenses,1559167.714,39%,Income Statement,Jewelry Retailers
458310,Operating Profit,350510.5714,9%,Income Statement,Jewelry Retailers
458310,Other Expenses,36259.71429,1%,Income Statement,Jewelry Retailers
458310,Profit Before Taxes,314250.8571,8%,Income Statement,Jewelry Retailers
458310,EBITDA,354539.4286,9%,Income Statement,Jewelry Retailers
459110,Revenue,1163166.667,100%,Income Statement,Sporting Goods Retailers
459110,COGS,647883.8333,56%,Income Statement,Sporting Goods Retailers
459110,Gross Profit,515282.8333,44%,Income Statement,Sporting Goods Retailers
459110,Operating Expenses,498998.5,43%,Income Statement,Sporting Goods Retailers
459110,Operating Profit,16284.33333,1%,Income Statement,Sporting Goods Retailers
459110,Other Expenses,17447.5,2%,Income Statement,Sporting Goods Retailers
459110,Profit Before Taxes,-1163.166667,0%,Income Statement,Sporting Goods Retailers
459110,EBITDA,39547.66667,3%,Income Statement,Sporting Goods Retailers
459910,Revenue,4211583.333,100%,Income Statement,Pet and Pet Supplies Retailers
459910,COGS,2034194.75,48%,Income Statement,Pet and Pet Supplies Retailers
459910,Gross Profit,2177388.583,52%,Income Statement,Pet and Pet Supplies Retailers
459910,Operating Expenses,2156330.667,51%,Income Statement,Pet and Pet Supplies Retailers
459910,Operating Profit,21057.91667,1%,Income Statement,Pet and Pet Supplies Retailers
459910,Other Expenses,-54750.58333,-1%,Income Statement,Pet and Pet Supplies Retailers
459910,Profit Before Taxes,75808.5,2%,Income Statement,Pet and Pet Supplies Retailers
459910,EBITDA,193732.8333,5%,Income Statement,Pet and Pet Supplies Retailers
532289,Revenue,1506000,100%,Income Statement,All Other Consumer Goods Rental
532289,COGS,0,0%,Income Statement,All Other Consumer Goods Rental
532289,Gross Profit,1506000,100%,Income Statement,All Other Consumer Goods Rental
532289,Operating Expenses,1161126,77%,Income Statement,All Other Consumer Goods Rental
532289,Operating Profit,344874,23%,Income Statement,All Other Consumer Goods Rental
532289,Other Expenses,52710,4%,Income Statement,All Other Consumer Goods Rental
532289,Profit Before Taxes,292164,19%,Income Statement,All Other Consumer Goods Rental
532289,EBITDA,537642,36%,Income Statement,All Other Consumer Goods Rental
532310,Revenue,947300,100%,Income Statement,General Rental Centers
532310,COGS,0,0%,Income Statement,General Rental Centers
532310,Gross Profit,947300,100%,Income Statement,General Rental Centers
532310,Operating Expenses,598693.6,63%,Income Statement,General Rental Centers
532310,Operating Profit,348606.4,37%,Income Statement,General Rental Centers
532310,Other Expenses,137358.5,15%,Income Statement,General Rental Centers
532310,Profit Before Taxes,211247.9,22%,Income Statement,General Rental Centers
532310,EBITDA,453756.7,48%,Income Statement,General Rental Centers
532411,Revenue,649800,100%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,COGS,0,0%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,Gross Profit,649800,100%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,Operating Expenses,438615,68%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,Operating Profit,211185,33%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,Other Expenses,70828.2,11%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,Profit Before Taxes,140356.8,22%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532411,EBITDA,-529587,-82%,Income Statement,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
532412,Revenue,1305727.273,100%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,COGS,0,0%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,Gross Profit,1305727.273,100%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,Operating Expenses,1086365.091,83%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,Operating Profit,219362.1818,17%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,Other Expenses,48311.90909,4%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,Profit Before Taxes,171050.2727,13%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,EBITDA,642417.8182,49%,Income Statement,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532420,Revenue,8505600,100%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,COGS,0,0%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,Gross Profit,8505600,100%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,Operating Expenses,5970931.2,70%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,Operating Profit,2534668.8,30%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,Other Expenses,246662.4,3%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,Profit Before Taxes,2296512,27%,Income Statement,Office Machinery and Equipment Rental and Leasing
532420,EBITDA,3027993.6,36%,Income Statement,Office Machinery and Equipment Rental and Leasing
532490,Revenue,1032538.462,100%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,COGS,0,0%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,Gross Profit,1032538.462,100%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,Operating Expenses,818803,79%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,Operating Profit,213735.4615,21%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,Other Expenses,5162.692308,1%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,Profit Before Taxes,208572.7692,20%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
532490,EBITDA,374811.4615,36%,Income Statement,Other C&IMachinery and Equipment Rental and Leasing
533110,Revenue,31685800,100%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,COGS,0,0%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,Gross Profit,31685800,100%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,Operating Expenses,18979794.2,60%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,Operating Profit,12706005.8,40%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,Other Expenses,760459.2,2%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,Profit Before Taxes,11945546.6,38%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
533110,EBITDA,15019069.2,47%,Income Statement,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
541110,Revenue,3238280.851,100%,Income Statement,Offices of Lawyers
541110,COGS,0,0%,Income Statement,Offices of Lawyers
541110,Gross Profit,3238280.851,100%,Income Statement,Offices of Lawyers
541110,Operating Expenses,2590624.681,80%,Income Statement,Offices of Lawyers
541110,Operating Profit,647656.1702,20%,Income Statement,Offices of Lawyers
541110,Other Expenses,25906.24681,1%,Income Statement,Offices of Lawyers
541110,Profit Before Taxes,624988.2043,19%,Income Statement,Offices of Lawyers
541110,EBITDA,673562.417,21%,Income Statement,Offices of Lawyers
541219,Revenue,1188971.429,100%,Income Statement,Other Accounting Services
541219,COGS,0,0%,Income Statement,Other Accounting Services
541219,Gross Profit,1188971.429,100%,Income Statement,Other Accounting Services
541219,Operating Expenses,866760.1714,73%,Income Statement,Other Accounting Services
541219,Operating Profit,322211.2571,27%,Income Statement,Other Accounting Services
541219,Other Expenses,33291.2,3%,Income Statement,Other Accounting Services
541219,Profit Before Taxes,288920.0571,24%,Income Statement,Other Accounting Services
541219,EBITDA,343612.7429,29%,Income Statement,Other Accounting Services
541310,Revenue,2434288.889,100%,Income Statement,Architectural Services
541310,COGS,0,0%,Income Statement,Architectural Services
541310,Gross Profit,2434288.889,100%,Income Statement,Architectural Services
541310,Operating Expenses,2232242.911,92%,Income Statement,Architectural Services
541310,Operating Profit,202045.9778,8%,Income Statement,Architectural Services
541310,Other Expenses,-2434.288889,0%,Income Statement,Architectural Services
541310,Profit Before Taxes,204480.2667,8%,Income Statement,Architectural Services
541310,EBITDA,258034.6222,11%,Income Statement,Architectural Services
541320,Revenue,2195800,100%,Income Statement,Landscape Architectural Services
541320,COGS,0,0%,Income Statement,Landscape Architectural Services
541320,Gross Profit,2195800,100%,Income Statement,Landscape Architectural Services
541320,Operating Expenses,2075031,95%,Income Statement,Landscape Architectural Services
541320,Operating Profit,120769,6%,Income Statement,Landscape Architectural Services
541320,Other Expenses,-37328.6,-2%,Income Statement,Landscape Architectural Services
541320,Profit Before Taxes,158097.6,7%,Income Statement,Landscape Architectural Services
541320,EBITDA,270083.4,12%,Income Statement,Landscape Architectural Services
541330,Revenue,1931675,100%,Income Statement,Engineering Services
541330,COGS,0,0%,Income Statement,Engineering Services
541330,Gross Profit,1931675,100%,Income Statement,Engineering Services
541330,Operating Expenses,1659308.825,86%,Income Statement,Engineering Services
541330,Operating Profit,272366.175,14%,Income Statement,Engineering Services
541330,Other Expenses,52155.225,3%,Income Statement,Engineering Services
541330,Profit Before Taxes,220210.95,11%,Income Statement,Engineering Services
541330,EBITDA,258844.45,13%,Income Statement,Engineering Services
541370,Revenue,8820090.909,100%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,COGS,0,0%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,Gross Profit,8820090.909,100%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,Operating Expenses,7832240.727,89%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,Operating Profit,987850.1818,11%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,Other Expenses,485105,6%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,Profit Before Taxes,502745.1818,6%,Income Statement,Surveying and Mapping (except Geophysical) Services
541370,EBITDA,1411214.545,16%,Income Statement,Surveying and Mapping (except Geophysical) Services
541380,Revenue,3562285.714,100%,Income Statement,Testing Laboratories and Services
541380,COGS,0,0%,Income Statement,Testing Laboratories and Services
541380,Gross Profit,3562285.714,100%,Income Statement,Testing Laboratories and Services
541380,Operating Expenses,3241680,91%,Income Statement,Testing Laboratories and Services
541380,Operating Profit,320605.7143,9%,Income Statement,Testing Laboratories and Services
541380,Other Expenses,192363.4286,5%,Income Statement,Testing Laboratories and Services
541380,Profit Before Taxes,128242.2857,4%,Income Statement,Testing Laboratories and Services
541380,EBITDA,708894.8571,20%,Income Statement,Testing Laboratories and Services
541410,Revenue,1293250,100%,Income Statement,Interior Design Services
541410,COGS,0,0%,Income Statement,Interior Design Services
541410,Gross Profit,1293250,100%,Income Statement,Interior Design Services
541410,Operating Expenses,1088916.5,84%,Income Statement,Interior Design Services
541410,Operating Profit,204333.5,16%,Income Statement,Interior Design Services
541410,Other Expenses,18105.5,1%,Income Statement,Interior Design Services
541410,Profit Before Taxes,186228,14%,Income Statement,Interior Design Services
541410,EBITDA,205626.75,16%,Income Statement,Interior Design Services
541430,Revenue,3409142.857,100%,Income Statement,Graphic Design Services
541430,COGS,0,0%,Income Statement,Graphic Design Services
541430,Gross Profit,3409142.857,100%,Income Statement,Graphic Design Services
541430,Operating Expenses,3034137.143,89%,Income Statement,Graphic Design Services
541430,Operating Profit,375005.7143,11%,Income Statement,Graphic Design Services
541430,Other Expenses,13636.57143,0%,Income Statement,Graphic Design Services
541430,Profit Before Taxes,361369.1429,11%,Income Statement,Graphic Design Services
541430,EBITDA,446597.7143,13%,Income Statement,Graphic Design Services
541490,Revenue,2966900,100%,Income Statement,Other Specialized Design Services
541490,COGS,0,0%,Income Statement,Other Specialized Design Services
541490,Gross Profit,2966900,100%,Income Statement,Other Specialized Design Services
541490,Operating Expenses,2788886,94%,Income Statement,Other Specialized Design Services
541490,Operating Profit,178014,6%,Income Statement,Other Specialized Design Services
541490,Other Expenses,0,0%,Income Statement,Other Specialized Design Services
541490,Profit Before Taxes,178014,6%,Income Statement,Other Specialized Design Services
541490,EBITDA,231418.2,8%,Income Statement,Other Specialized Design Services
541511,Revenue,3339400,100%,Income Statement,Custom Computer Programming Services
541511,COGS,0,0%,Income Statement,Custom Computer Programming Services
541511,Gross Profit,3339400,100%,Income Statement,Custom Computer Programming Services
541511,Operating Expenses,3155733,95%,Income Statement,Custom Computer Programming Services
541511,Operating Profit,183667,6%,Income Statement,Custom Computer Programming Services
541511,Other Expenses,40072.8,1%,Income Statement,Custom Computer Programming Services
541511,Profit Before Taxes,143594.2,4%,Income Statement,Custom Computer Programming Services
541511,EBITDA,240436.8,7%,Income Statement,Custom Computer Programming Services
541512,Revenue,2056530.303,100%,Income Statement,Computer Systems Design Services
541512,COGS,0,0%,Income Statement,Computer Systems Design Services
541512,Gross Profit,2056530.303,100%,Income Statement,Computer Systems Design Services
541512,Operating Expenses,1951647.258,95%,Income Statement,Computer Systems Design Services
541512,Operating Profit,104883.0455,5%,Income Statement,Computer Systems Design Services
541512,Other Expenses,10282.65152,1%,Income Statement,Computer Systems Design Services
541512,Profit Before Taxes,94600.39394,5%,Income Statement,Computer Systems Design Services
541512,EBITDA,119278.7576,6%,Income Statement,Computer Systems Design Services
541513,Revenue,13216111.11,100%,Income Statement,Computer Facilities Management Services
541513,COGS,7083835.556,54%,Income Statement,Computer Facilities Management Services
541513,Gross Profit,6132275.556,46%,Income Statement,Computer Facilities Management Services
541513,Operating Expenses,4942825.556,37%,Income Statement,Computer Facilities Management Services
541513,Operating Profit,1176233.889,9%,Income Statement,Computer Facilities Management Services
541513,Other Expenses,-52864.44444,0%,Income Statement,Computer Facilities Management Services
541513,Profit Before Taxes,1229098.333,9%,Income Statement,Computer Facilities Management Services
541513,EBITDA,1612365.556,12%,Income Statement,Computer Facilities Management Services
541519,Revenue,2095757.576,100%,Income Statement,Other Computer Related Services
541519,COGS,0,0%,Income Statement,Other Computer Related Services
541519,Gross Profit,2095757.576,100%,Income Statement,Other Computer Related Services
541519,Operating Expenses,1957437.576,93%,Income Statement,Other Computer Related Services
541519,Operating Profit,138320,7%,Income Statement,Other Computer Related Services
541519,Other Expenses,16766.06061,1%,Income Statement,Other Computer Related Services
541519,Profit Before Taxes,123649.697,6%,Income Statement,Other Computer Related Services
541519,EBITDA,150894.5455,7%,Income Statement,Other Computer Related Services
541611,Revenue,2231415.385,100%,Income Statement,Administrative Management and General Management Consulting Services
541611,COGS,0,0%,Income Statement,Administrative Management and General Management Consulting Services
541611,Gross Profit,2231415.385,100%,Income Statement,Administrative Management and General Management Consulting Services
541611,Operating Expenses,1985959.692,89%,Income Statement,Administrative Management and General Management Consulting Services
541611,Operating Profit,245455.6923,11%,Income Statement,Administrative Management and General Management Consulting Services
541611,Other Expenses,13388.49231,1%,Income Statement,Administrative Management and General Management Consulting Services
541611,Profit Before Taxes,232067.2,10%,Income Statement,Administrative Management and General Management Consulting Services
541611,EBITDA,261075.6,12%,Income Statement,Administrative Management and General Management Consulting Services
541612,Revenue,29185000,100%,Income Statement,Human Resources Consulting Services
541612,COGS,0,0%,Income Statement,Human Resources Consulting Services
541612,Gross Profit,29185000,100%,Income Statement,Human Resources Consulting Services
541612,Operating Expenses,28980705,99%,Income Statement,Human Resources Consulting Services
541612,Operating Profit,204295,1%,Income Statement,Human Resources Consulting Services
541612,Other Expenses,204295,1%,Income Statement,Human Resources Consulting Services
541612,Profit Before Taxes,0,0%,Income Statement,Human Resources Consulting Services
541612,EBITDA,554515,2%,Income Statement,Human Resources Consulting Services
541613,Revenue,3136347.826,100%,Income Statement,Marketing Consulting Services
541613,COGS,0,0%,Income Statement,Marketing Consulting Services
541613,Gross Profit,3136347.826,100%,Income Statement,Marketing Consulting Services
541613,Operating Expenses,2835258.435,90%,Income Statement,Marketing Consulting Services
541613,Operating Profit,301089.3913,10%,Income Statement,Marketing Consulting Services
541613,Other Expenses,18818.08696,1%,Income Statement,Marketing Consulting Services
541613,Profit Before Taxes,282271.3043,9%,Income Statement,Marketing Consulting Services
541613,EBITDA,316771.1304,10%,Income Statement,Marketing Consulting Services
541614,Revenue,6084952.381,100%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
