Code,Indicator,Year,Index,% Change
F301,Crime rate,2028,2215.82,-1.2
F301,Crime rate,2029,2187.83,-1.3
F301,Crime rate,2030,2162.26,-1.2
A5116,World price of wheat,1980,172.73,0
A5116,World price of wheat,1981,174.96,1.3
A5116,World price of wheat,1982,160.36,-8.4
A5116,World price of wheat,1983,157.42,-1.8
A5116,World price of wheat,1984,152.33,-3.2
A5116,World price of wheat,1985,135.83,-10.8
A5116,World price of wheat,1986,114.92,-15.4
A5116,World price of wheat,1987,112.9,-1.8
A5116,World price of wheat,1988,145.2,28.6
A5116,World price of wheat,1989,169.24,16.6
A5116,World price of wheat,1990,135.52,-19.9
A5116,World price of wheat,1991,128.66,-5.1
A5116,World price of wheat,1992,151.16,17.5
A5116,World price of wheat,1993,140.21,-7.3
A5116,World price of wheat,1994,149.78,6.8
A5116,World price of wheat,1995,176.96,18.1
A5116,World price of wheat,1996,197.23,11.5
A5116,World price of wheat,1997,149.51,-24.2
A5116,World price of wheat,1998,114.47,-23.5
A5116,World price of wheat,1999,98.26,-14.2
A5116,World price of wheat,2000,100.74,2.5
A5116,World price of wheat,2001,106.37,5.6
A5116,World price of wheat,2002,132.17,24.2
A5116,World price of wheat,2003,131.92,-0.2
A5116,World price of wheat,2004,134.39,1.9
A5116,World price of wheat,2005,129.67,-3.5
A5116,World price of wheat,2006,169.14,30.4
A5116,World price of wheat,2007,231.19,36.7
A5116,World price of wheat,2008,292.97,26.7
A5116,World price of wheat,2009,192.11,-34.4
A5116,World price of wheat,2010,195.23,1.6
A5116,World price of wheat,2011,280.28,43.6
A5116,World price of wheat,2012,276.33,-1.4
A5116,World price of wheat,2013,265.69,-3.9
A5116,World price of wheat,2014,242.9,-8.6
A5116,World price of wheat,2015,185.87,-23.5
A5116,World price of wheat,2016,143.2,-23
A5116,World price of wheat,2017,145.29,1.5
A5116,World price of wheat,2018,186.13,28.1
A5116,World price of wheat,2019,163.26,-12.3
A5116,World price of wheat,2020,185.51,13.6
A5116,World price of wheat,2021,265.79,43.3
A5116,World price of wheat,2022,360.18,35.5
A5116,World price of wheat,2023,283.81,-21.2
A5116,World price of wheat,2024,291.61,2.7
A5116,World price of wheat,2025,304.65,4.5
A5116,World price of wheat,2026,321.35,5.5
A5116,World price of wheat,2027,314.52,-2.1
A5116,World price of wheat,2028,322.84,2.6
A5116,World price of wheat,2029,331.3,2.6
A5116,World price of wheat,2030,338.43,2.2
A5165,World price of wood pulp,1980,530.28,0
A5165,World price of wood pulp,1981,545.05,2.8
A5165,World price of wood pulp,1982,497.45,-8.7
A5165,World price of wood pulp,1983,425.09,-14.6
A5165,World price of wood pulp,1984,504.96,18.8
A5165,World price of wood pulp,1985,422.32,-16.4
A5165,World price of wood pulp,1986,479.47,13.5
A5165,World price of wood pulp,1987,598.39,24.8
A5165,World price of wood pulp,1988,731.62,22.3
A5165,World price of wood pulp,1989,819.47,12
A5165,World price of wood pulp,1990,830.74,1.4
A5165,World price of wood pulp,1991,614.61,-26
A5165,World price of wood pulp,1992,563.59,-8.3
A5165,World price of wood pulp,1993,434.66,-22.9
A5165,World price of wood pulp,1994,528.85,21.7
A5165,World price of wood pulp,1995,834.18,57.7
A5165,World price of wood pulp,1996,604,-27.6
A5165,World price of wood pulp,1997,552.91,-8.5
A5165,World price of wood pulp,1998,519.8,-6
A5165,World price of wood pulp,1999,496.79,-4.4
A5165,World price of wood pulp,2000,655.29,31.9
A5165,World price of wood pulp,2001,537.69,-18
A5165,World price of wood pulp,2002,452.99,-15.8
A5165,World price of wood pulp,2003,514.46,13.6
A5165,World price of wood pulp,2004,633.61,23.2
A5165,World price of wood pulp,2005,639.79,1
A5165,World price of wood pulp,2006,689.26,7.7
A5165,World price of wood pulp,2007,758.24,10
A5165,World price of wood pulp,2008,836.52,10.3
A5165,World price of wood pulp,2009,606.18,-27.5
A5165,World price of wood pulp,2010,854.34,40.9
A5165,World price of wood pulp,2011,906.84,6.1
A5165,World price of wood pulp,2012,764.73,-15.7
A5165,World price of wood pulp,2013,814.9,6.6
A5165,World price of wood pulp,2014,876.5,7.6
A5165,World price of wood pulp,2015,866.28,-1.2
A5165,World price of wood pulp,2016,818.49,-5.5
A5165,World price of wood pulp,2017,855.62,4.5
A5165,World price of wood pulp,2018,1030.32,20.4
A5165,World price of wood pulp,2019,830.1,-19.4
A5165,World price of wood pulp,2020,675.76,-18.6
A5165,World price of wood pulp,2021,921.29,36.3
A5165,World price of wood pulp,2022,1130.15,22.7
A5165,World price of wood pulp,2023,1049.54,-7.1
A5165,World price of wood pulp,2024,1240.25,18.2
A5165,World price of wood pulp,2025,1270.82,2.5
A5165,World price of wood pulp,2026,1304.93,2.7
A5165,World price of wood pulp,2027,1338.76,2.6
A5165,World price of wood pulp,2028,1375.84,2.8
A5165,World price of wood pulp,2029,1415.02,2.8
A5165,World price of wood pulp,2030,1453.81,2.7
A5165,World price of wood pulp,2031,1493.43,2.7
A5225,World price of zinc,1980,760.96,0
A5225,World price of zinc,1981,845.84,11.2
A5225,World price of zinc,1982,744.79,-12
A5225,World price of zinc,1983,764.45,2.6
A5225,World price of zinc,1984,921.9,20.6
A5225,World price of zinc,1985,783.38,-15
A5225,World price of zinc,1986,753.98,-3.8
A5225,World price of zinc,1987,798.07,5.8
A5225,World price of zinc,1988,1240.28,55.4
A5225,World price of zinc,1989,1656.22,33.5
A5225,World price of zinc,1990,1517.92,-8.4
A5225,World price of zinc,1991,1121.36,-26.1
A5225,World price of zinc,1992,1241.83,10.7
A5225,World price of zinc,1993,963.96,-22.4
A5225,World price of zinc,1994,998.22,3.6
A5225,World price of zinc,1995,1031.09,3.3
A5225,World price of zinc,1996,1024.98,-0.6
A5225,World price of zinc,1997,1314.9,28.3
A5225,World price of zinc,1998,1024.29,-22.1
A5225,World price of zinc,1999,1075.8,5
A5225,World price of zinc,2000,1127.7,4.8
A5225,World price of zinc,2001,886.82,-21.4
A5225,World price of zinc,2002,778.9,-12.2
A5225,World price of zinc,2003,827.95,6.3
A5225,World price of zinc,2004,1048.03,26.6
A5225,World price of zinc,2005,1380.52,31.7
A5225,World price of zinc,2006,3266.18,136.6
A5225,World price of zinc,2007,3249.73,-0.5
A5225,World price of zinc,2008,1884.83,-42
A5225,World price of zinc,2009,1658.39,-12
A5225,World price of zinc,2010,2160.35,30.3
A5225,World price of zinc,2011,2195.53,1.6
A5225,World price of zinc,2012,1950.02,-11.2
A5225,World price of zinc,2013,1910.17,-2.1
A5225,World price of zinc,2014,2160.97,13.1
A5225,World price of zinc,2015,1931.68,-10.6
A5225,World price of zinc,2016,2089.98,8.2
A5225,World price of zinc,2017,2890.87,38.3
A5225,World price of zinc,2018,2922.38,1.1
A5225,World price of zinc,2019,2550.41,-12.7
A5225,World price of zinc,2020,2266.77,-11.1
A5225,World price of zinc,2021,3002.85,32.5
A5225,World price of zinc,2022,3484.87,16.1
A5225,World price of zinc,2023,2652.95,-23.9
A5225,World price of zinc,2024,2559.37,-3.5
A5225,World price of zinc,2025,2483.89,-3
A5225,World price of zinc,2026,2545.31,2.5
A5225,World price of zinc,2027,2632.9,3.4
A5225,World price of zinc,2028,2596.12,-1.4
A5225,World price of zinc,2029,2484.35,-4.3
A5225,World price of zinc,2030,2458.41,-1.1
A5225,World price of zinc,2031,2442.91,-0.6
A5522,World production of oil,1980,63.99,0
A5522,World production of oil,1981,60.6,-5.3
A5522,World production of oil,1982,58.1,-4.1
A5522,World production of oil,1983,57.93,-0.3
A5522,World production of oil,1984,59.56,2.8
A5522,World production of oil,1985,59.16,-0.7
A5522,World production of oil,1986,61.54,4
A5522,World production of oil,1987,62.1,0.9
A5522,World production of oil,1988,64.4,3.7
A5522,World production of oil,1989,65.52,1.7
A5522,World production of oil,1990,66.44,1.4
A5522,World production of oil,1991,66.34,-0.2
A5522,World production of oil,1992,66.55,0.3
A5522,World production of oil,1993,66.34,-0.3
A5522,World production of oil,1994,68.4,3.1
A5522,World production of oil,1995,69.74,1.9
A5522,World production of oil,1996,71.41,2.4
A5522,World production of oil,1997,73.76,3.3
A5522,World production of oil,1998,74.75,1.4
A5522,World production of oil,1999,73.44,-1.8
A5522,World production of oil,2000,75.62,3
A5522,World production of oil,2001,75.76,0.2
A5522,World production of oil,2002,75.6,-0.2
A5522,World production of oil,2003,78.5,3.8
A5522,World production of oil,2004,83.15,5.9
A5522,World production of oil,2005,84.67,1.8
A5522,World production of oil,2006,85.25,0.7
A5522,World production of oil,2007,85.47,0.3
A5522,World production of oil,2008,86.77,1.5
A5522,World production of oil,2009,85.72,-1.2
A5522,World production of oil,2010,87.32,1.9
A5522,World production of oil,2011,88.48,1.3
A5522,World production of oil,2012,90.77,2.6
A5522,World production of oil,2013,91.31,0.6
A5522,World production of oil,2014,93.9,2.8
A5522,World production of oil,2015,96.66,2.9
A5522,World production of oil,2016,97.11,0.5
A5522,World production of oil,2017,97.81,0.7
A5522,World production of oil,2018,100.42,2.7
A5522,World production of oil,2019,100.16,-0.3
A5522,World production of oil,2020,93.82,-6.3
A5522,World production of oil,2021,95.7,2
A5522,World production of oil,2022,100.16,4.7
A5522,World production of oil,2023,101.82,1.7
A5522,World production of oil,2024,103.51,1.7
A5522,World production of oil,2025,107.79,4.1
A5522,World production of oil,2026,108.42,0.6
A5522,World production of oil,2027,109.44,0.9
A5522,World production of oil,2028,110.4,0.9
A5522,World production of oil,2029,111.3,0.8
A5522,World production of oil,2030,112.17,0.8
A5522,World production of oil,2031,113.09,0.8
H308,Number of vehicle accidents,1990,6.47,0
H308,Number of vehicle accidents,1991,6.12,-5.5
H308,Number of vehicle accidents,1992,6,-1.9
H308,Number of vehicle accidents,1993,6.11,1.8
H308,Number of vehicle accidents,1994,6.5,6.4
H308,Number of vehicle accidents,1995,6.7,3.1
H308,Number of vehicle accidents,1996,6.77,1
H308,Number of vehicle accidents,1997,6.62,-2.2
H308,Number of vehicle accidents,1998,6.33,-4.4
H308,Number of vehicle accidents,1999,6.28,-0.9
H308,Number of vehicle accidents,2000,6.39,1.8
H308,Number of vehicle accidents,2001,6.32,-1.1
H308,Number of vehicle accidents,2002,6.32,-0.1
H308,Number of vehicle accidents,2003,6.33,0.2
H308,Number of vehicle accidents,2004,6.18,-2.3
H308,Number of vehicle accidents,2005,6.16,-0.4
H308,Number of vehicle accidents,2006,5.97,-3
H308,Number of vehicle accidents,2007,6.02,0.9
H308,Number of vehicle accidents,2008,5.81,-3.5
H308,Number of vehicle accidents,2009,5.51,-5.3
H308,Number of vehicle accidents,2010,5.42,-1.6
H308,Number of vehicle accidents,2011,5.34,-1.5
H308,Number of vehicle accidents,2012,5.62,5.2
H308,Number of vehicle accidents,2013,5.69,1.3
H308,Number of vehicle accidents,2014,6.06,6.6
H308,Number of vehicle accidents,2015,6.3,3.8
H308,Number of vehicle accidents,2016,6.82,8.3
H308,Number of vehicle accidents,2017,6.45,-5.4
H308,Number of vehicle accidents,2018,6.73,4.4
H308,Number of vehicle accidents,2019,6.76,0.3
H308,Number of vehicle accidents,2020,5.25,-22.3
H308,Number of vehicle accidents,2021,6.1,16.2
H308,Number of vehicle accidents,2022,6.04,-1
H308,Number of vehicle accidents,2023,6.01,-0.6
H308,Number of vehicle accidents,2024,5.92,-1.5
H308,Number of vehicle accidents,2025,5.81,-1.8
H308,Number of vehicle accidents,2026,5.91,1.7
H308,Number of vehicle accidents,2027,5.87,-0.7
H308,Number of vehicle accidents,2028,5.83,-0.6
H308,Number of vehicle accidents,2029,5.8,-0.6
H308,Number of vehicle accidents,2030,5.78,-0.4
I301,Print advertising expenditure,1996,38.37,0
I301,Print advertising expenditure,1997,41.99,9.4
I301,Print advertising expenditure,1998,46.24,10.1
I301,Print advertising expenditure,1999,49.45,6.9
I301,Print advertising expenditure,2000,54.83,10.9
I301,Print advertising expenditure,2001,51.83,-5.5
I301,Print advertising expenditure,2002,55.2,6.5
I301,Print advertising expenditure,2003,60.5,9.6
I301,Print advertising expenditure,2004,66.81,10.4
I301,Print advertising expenditure,2005,67.92,1.7
I301,Print advertising expenditure,2006,67.04,-1.3
I301,Print advertising expenditure,2007,66.87,-0.3
I301,Print advertising expenditure,2008,58.89,-11.9
I301,Print advertising expenditure,2009,46.51,-21
I301,Print advertising expenditure,2010,46.52,0
I301,Print advertising expenditure,2011,45.31,-2.6
I301,Print advertising expenditure,2012,44.11,-2.7
I301,Print advertising expenditure,2013,42.02,-4.8
I301,Print advertising expenditure,2014,39.11,-6.9
I301,Print advertising expenditure,2015,34.5,-11.8
I301,Print advertising expenditure,2016,32.34,-6.3
I301,Print advertising expenditure,2017,32,-1.1
I301,Print advertising expenditure,2018,29.2,-8.8
I301,Print advertising expenditure,2019,26.7,-8.6
I301,Print advertising expenditure,2020,19.8,-25.9
I301,Print advertising expenditure,2021,16.5,-16.7
I301,Print advertising expenditure,2022,16,-3
I301,Print advertising expenditure,2023,14.83,-7.3
I301,Print advertising expenditure,2024,13.95,-5.9
I301,Print advertising expenditure,2025,11.97,-14.2
I301,Print advertising expenditure,2026,10.39,-13.2
I301,Print advertising expenditure,2027,9.27,-10.8
I301,Print advertising expenditure,2028,8.24,-11.1
I301,Print advertising expenditure,2029,7.27,-11.8
I301,Print advertising expenditure,2030,6.38,-12.2
I301,Print advertising expenditure,2031,5.63,-11.7
I402,Research and development expenditure,1980,113.04,0
I402,Research and development expenditure,1981,120.22,6.4
I402,Research and development expenditure,1982,128.17,6.6
I402,Research and development expenditure,1983,137.29,7.1
I402,Research and development expenditure,1984,151.84,10.6
I402,Research and development expenditure,1985,165.76,9.2
I402,Research and development expenditure,1986,169.39,2.2
I402,Research and development expenditure,1987,173.46,2.4
I402,Research and development expenditure,1988,176.39,1.7
I402,Research and development expenditure,1989,178.54,1.2
I402,Research and development expenditure,1990,185.02,3.6
I402,Research and development expenditure,1991,190.76,3.1
I402,Research and development expenditure,1992,189.96,-0.4
I402,Research and development expenditure,1993,182.89,-3.7
I402,Research and development expenditure,1994,182.42,-0.3
I402,Research and development expenditure,1995,197.36,8.2
I402,Research and development expenditure,1996,212.25,7.5
I402,Research and development expenditure,1997,227.21,7.1
I402,Research and development expenditure,1998,241.29,6.2
I402,Research and development expenditure,1999,258.95,7.3
I402,Research and development expenditure,2000,277.73,7.3
I402,Research and development expenditure,2001,271.68,-2.2
I402,Research and development expenditure,2002,256.73,-5.5
I402,Research and development expenditure,2003,260.68,1.5
I402,Research and development expenditure,2004,263.44,1.1
I402,Research and development expenditure,2005,277.32,5.3
I402,Research and development expenditure,2006,294.6,6.2
I402,Research and development expenditure,2007,311.85,5.9
I402,Research and development expenditure,2008,330.26,5.9
I402,Research and development expenditure,2009,319.02,-3.4
I402,Research and development expenditure,2010,311.61,-2.3
I402,Research and development expenditure,2011,317.28,1.8
I402,Research and development expenditure,2012,324.91,2.4
I402,Research and development expenditure,2013,340.34,4.7
I402,Research and development expenditure,2014,353.39,3.8
I402,Research and development expenditure,2015,365.64,3.5
I402,Research and development expenditure,2016,381.41,4.3
I402,Research and development expenditure,2017,393.56,3.2
I402,Research and development expenditure,2018,406.67,3.3
I402,Research and development expenditure,2019,416.7,2.5
I402,Research and development expenditure,2020,396.79,-4.8
I402,Research and development expenditure,2021,419.84,5.8
I402,Research and development expenditure,2022,432.99,3.1
I402,Research and development expenditure,2023,444.34,2.6
I402,Research and development expenditure,2024,452.3,1.8
I402,Research and development expenditure,2025,462.98,2.4
I402,Research and development expenditure,2026,474.14,2.4
I402,Research and development expenditure,2027,485.12,2.3
I402,Research and development expenditure,2028,496.85,2.4
I402,Research and development expenditure,2029,508.69,2.4
I402,Research and development expenditure,2030,521.08,2.4
I302,Total advertising expenditure,1996,175.23,0
I302,Total advertising expenditure,1997,187.53,7
I302,Total advertising expenditure,1998,201.59,7.5
I302,Total advertising expenditure,1999,222.31,10.3
I302,Total advertising expenditure,2000,247.47,11.3
I302,Total advertising expenditure,2001,231.29,-6.6
I302,Total advertising expenditure,2002,236.88,2.4
I302,Total advertising expenditure,2003,245.48,3.6
I302,Total advertising expenditure,2004,263.77,7.5
I302,Total advertising expenditure,2005,271.1,2.8
I302,Total advertising expenditure,2006,281.65,3.9
I302,Total advertising expenditure,2007,276.23,-1.9
I302,Total advertising expenditure,2008,270.72,-2
I302,Total advertising expenditure,2009,231.1,-14.6
I302,Total advertising expenditure,2010,252.29,9.2
I302,Total advertising expenditure,2011,267.27,5.9
I302,Total advertising expenditure,2012,274.78,2.8
I302,Total advertising expenditure,2013,282.87,2.9
I302,Total advertising expenditure,2014,284.92,0.7
I302,Total advertising expenditure,2015,293.47,3
I302,Total advertising expenditure,2016,301.93,2.9
I302,Total advertising expenditure,2017,312.47,3.5
I302,Total advertising expenditure,2018,332.39,6.4
I302,Total advertising expenditure,2019,345.69,4
I302,Total advertising expenditure,2020,327.16,-5.4
I302,Total advertising expenditure,2021,337.42,3.1
I302,Total advertising expenditure,2022,364.42,8
I302,Total advertising expenditure,2023,364.23,-0.1
I302,Total advertising expenditure,2024,372.98,2.4
I302,Total advertising expenditure,2025,377.26,1.1
I302,Total advertising expenditure,2026,382.02,1.3
I302,Total advertising expenditure,2027,386.8,1.2
I302,Total advertising expenditure,2028,391.88,1.3
I302,Total advertising expenditure,2029,397.99,1.6
I302,Total advertising expenditure,2030,403.57,1.4
I302,Total advertising expenditure,2031,409.32,1.4
I401,Total health expenditure,1980,0.25,0
I401,Total health expenditure,1981,0.29,16
I401,Total health expenditure,1982,0.33,12.7
I401,Total health expenditure,1983,0.36,10.2
I401,Total health expenditure,1984,0.4,10.2
I401,Total health expenditure,1985,0.44,9.5
I401,Total health expenditure,1986,0.47,7.4
I401,Total health expenditure,1987,0.51,8.9
I401,Total health expenditure,1988,0.58,12.1
I401,Total health expenditure,1989,0.64,11.4
I401,Total health expenditure,1990,0.72,11.9
I401,Total health expenditure,1991,0.79,9.4
I401,Total health expenditure,1992,0.85,8.4
I401,Total health expenditure,1993,0.91,7.4
I401,Total health expenditure,1994,0.97,5.6
I401,Total health expenditure,1995,1.02,5.6
I401,Total health expenditure,1996,1.07,5.2
I401,Total health expenditure,1997,1.13,5.5
I401,Total health expenditure,1998,1.2,5.8
I401,Total health expenditure,1999,1.27,6.2
I401,Total health expenditure,2000,1.37,7.3
I401,Total health expenditure,2001,1.48,8.6
I401,Total health expenditure,2002,1.63,10
I401,Total health expenditure,2003,1.77,8.5
I401,Total health expenditure,2004,1.89,7
I401,Total health expenditure,2005,2.03,7
I401,Total health expenditure,2006,2.17,6.8
I401,Total health expenditure,2007,2.31,6.5
I401,Total health expenditure,2008,2.4,4.2
I401,Total health expenditure,2009,2.49,3.8
I401,Total health expenditure,2010,2.59,3.9
I401,Total health expenditure,2011,2.68,3.4
I401,Total health expenditure,2012,2.78,4
I401,Total health expenditure,2013,2.86,2.6
I401,Total health expenditure,2014,3,5.1
I401,Total health expenditure,2015,3.17,5.4
I401,Total health expenditure,2016,3.31,4.5
I401,Total health expenditure,2017,3.45,4.2
I401,Total health expenditure,2018,3.6,4.6
I401,Total health expenditure,2019,3.76,4.2
I401,Total health expenditure,2020,4.14,10.3
I401,Total health expenditure,2021,4.26,2.7
I401,Total health expenditure,2022,4.44,4.3
I401,Total health expenditure,2023,4.67,5.1
I401,Total health expenditure,2024,4.9,5
I401,Total health expenditure,2025,5.19,5.9
I401,Total health expenditure,2026,5.46,5.3
I401,Total health expenditure,2027,5.77,5.7
I401,Total health expenditure,2028,6.11,5.8
I401,Total health expenditure,2029,6.45,5.6
I401,Total health expenditure,2030,6.8,5.5
I404,Total recreation expenditure,1980,103.72,0
I404,Total recreation expenditure,1981,109.35,5.4
I404,Total recreation expenditure,1982,114.68,4.9
I404,Total recreation expenditure,1983,125.01,9
I404,Total recreation expenditure,1984,134.22,7.4
I404,Total recreation expenditure,1985,145.53,8.4
I404,Total recreation expenditure,1986,155.01,6.5
I404,Total recreation expenditure,1987,164.28,6
I404,Total recreation expenditure,1988,180.42,9.8
I404,Total recreation expenditure,1989,193.6,7.3
I404,Total recreation expenditure,1990,205.32,6.1
I404,Total recreation expenditure,1991,207.45,1
I404,Total recreation expenditure,1992,222.96,7.5
I404,Total recreation expenditure,1993,238.94,7.2
I404,Total recreation expenditure,1994,251.16,5.1
I404,Total recreation expenditure,1995,270.54,7.7
I404,Total recreation expenditure,1996,286.95,6.1
I404,Total recreation expenditure,1997,300.44,4.7
I404,Total recreation expenditure,1998,314.06,4.5
I404,Total recreation expenditure,1999,334.79,6.6
I404,Total recreation expenditure,2000,349.83,4.5
I404,Total recreation expenditure,2001,352.73,0.8
I404,Total recreation expenditure,2002,359.41,1.9
I404,Total recreation expenditure,2003,375.15,4.4
I404,Total recreation expenditure,2004,393.93,5
I404,Total recreation expenditure,2005,402.35,2.1
I404,Total recreation expenditure,2006,417.84,3.9
I404,Total recreation expenditure,2007,434.99,4.1
I404,Total recreation expenditure,2008,442.04,1.6
I404,Total recreation expenditure,2009,438.6,-0.8
I404,Total recreation expenditure,2010,450.46,2.7
I404,Total recreation expenditure,2011,447.12,-0.8
I404,Total recreation expenditure,2012,462.28,3.4
I404,Total recreation expenditure,2013,473.43,2.4
I404,Total recreation expenditure,2014,488.58,3.2
I404,Total recreation expenditure,2015,513.48,5.1
I404,Total recreation expenditure,2016,538.01,4.8
I404,Total recreation expenditure,2017,555.25,3.2
I404,Total recreation expenditure,2018,563.02,1.4
I404,Total recreation expenditure,2019,574.35,2
I404,Total recreation expenditure,2020,444.39,-22.6
I404,Total recreation expenditure,2021,519.26,16.8
I404,Total recreation expenditure,2022,555.2,6.9
I404,Total recreation expenditure,2023,585.84,5.5
I404,Total recreation expenditure,2024,625.8,6.8
I404,Total recreation expenditure,2025,636.25,1.7
I404,Total recreation expenditure,2026,648.77,2
I404,Total recreation expenditure,2027,660.43,1.8
I404,Total recreation expenditure,2028,672.64,1.8
I404,Total recreation expenditure,2029,686.71,2.1
I404,Total recreation expenditure,2030,699.78,1.9
H205,Divorce rate,1987,4.8,0
H205,Divorce rate,1988,4.8,0
H205,Divorce rate,1989,4.7,-2.1
H205,Divorce rate,1990,4.7,0
H205,Divorce rate,1991,4.7,0
H205,Divorce rate,1992,4.8,2.1
H205,Divorce rate,1993,4.6,-4.2
H205,Divorce rate,1994,4.6,0
H205,Divorce rate,1995,4.4,-4.4
H205,Divorce rate,1996,4.3,-2.3
H205,Divorce rate,1997,4.3,0
H205,Divorce rate,1998,4.2,-2.3
H205,Divorce rate,1999,4.1,-2.4
H205,Divorce rate,2000,4,-2.4
H205,Divorce rate,2001,4,0
H205,Divorce rate,2002,3.9,-2.5
H205,Divorce rate,2003,3.8,-2.6
H205,Divorce rate,2004,3.7,-2.6
H205,Divorce rate,2005,3.6,-2.7
H205,Divorce rate,2006,3.7,2.8
H205,Divorce rate,2007,3.6,-2.7
H205,Divorce rate,2008,3.5,-2.8
H205,Divorce rate,2009,3.5,0
H205,Divorce rate,2010,3.6,2.9
H205,Divorce rate,2011,3.6,0
H205,Divorce rate,2012,3.4,-5.6
H205,Divorce rate,2013,3.3,-3
H205,Divorce rate,2014,3.2,-3
H205,Divorce rate,2015,3.1,-3.1
H205,Divorce rate,2016,3.01,-2.9
H205,Divorce rate,2017,2.9,-3.7
H205,Divorce rate,2018,2.9,0
H205,Divorce rate,2019,2.7,-6.9
H205,Divorce rate,2020,2.3,-14.8
H205,Divorce rate,2021,2.5,8.7
H205,Divorce rate,2022,2.54,1.6
H205,Divorce rate,2023,2.51,-1.2
H205,Divorce rate,2024,2.44,-2.8
H205,Divorce rate,2025,2.37,-2.9
H205,Divorce rate,2026,2.3,-3
H205,Divorce rate,2027,2.23,-3.1
H205,Divorce rate,2028,2.17,-2.7
H205,Divorce rate,2029,2.1,-3.2
H205,Divorce rate,2030,2.03,-3.3
F315,Domestic trips by US residents,1990,416.62,0
F315,Domestic trips by US residents,1991,406.06,-2.5
F315,Domestic trips by US residents,1992,425.15,4.7
F315,Domestic trips by US residents,1993,436.3,2.6
F315,Domestic trips by US residents,1994,475.58,9
F315,Domestic trips by US residents,1995,492.39,3.5
F315,Domestic trips by US residents,1996,522.35,6.1
F315,Domestic trips by US residents,1997,538.82,3.2
F315,Domestic trips by US residents,1998,552.25,2.5
F315,Domestic trips by US residents,1999,573.15,3.8
F315,Domestic trips by US residents,2000,599.84,4.7
F315,Domestic trips by US residents,2001,560.32,-6.6
F315,Domestic trips by US residents,2002,553.92,-1.2
F315,Domestic trips by US residents,2003,587.48,6.1
F315,Domestic trips by US residents,2004,634.37,8
F315,Domestic trips by US residents,2005,660.62,4.1
F315,Domestic trips by US residents,2006,660.65,0
F315,Domestic trips by US residents,2007,681.51,3.2
F315,Domestic trips by US residents,2008,653.83,-4.1
F315,Domestic trips by US residents,2009,620.3,-5.1
F315,Domestic trips by US residents,2010,632.14,1.9
F315,Domestic trips by US residents,2011,641.03,1.4
F315,Domestic trips by US residents,2012,644.76,0.6
F315,Domestic trips by US residents,2013,647.95,0.5
F315,Domestic trips by US residents,2014,665.16,2.7
F315,Domestic trips by US residents,2015,698.13,5
F315,Domestic trips by US residents,2016,722,3.4
F315,Domestic trips by US residents,2017,743.93,3
F315,Domestic trips by US residents,2018,780.03,4.9
F315,Domestic trips by US residents,2019,813.89,4.3
F315,Domestic trips by US residents,2020,338.85,-58.4
F315,Domestic trips by US residents,2021,608.21,79.5
F315,Domestic trips by US residents,2022,753.31,23.9
F315,Domestic trips by US residents,2023,822.25,9.2
F315,Domestic trips by US residents,2024,780.72,-5.1
F315,Domestic trips by US residents,2025,790.96,1.3
F315,Domestic trips by US residents,2026,803.18,1.5
F315,Domestic trips by US residents,2027,814.64,1.4
F315,Domestic trips by US residents,2028,826.61,1.5
F315,Domestic trips by US residents,2029,840.12,1.6
F315,Domestic trips by US residents,2030,852.65,1.5
F315,Domestic trips by US residents,2031,865.71,1.5
I205,Total vehicle miles,1990,2.14,0
I205,Total vehicle miles,1991,2.17,1.3
I205,Total vehicle miles,1992,2.25,3.5
I205,Total vehicle miles,1993,2.3,2.2
I205,Total vehicle miles,1994,2.36,2.7
I205,Total vehicle miles,1995,2.42,2.8
I205,Total vehicle miles,1996,2.49,2.6
I205,Total vehicle miles,1997,2.56,3.1
I205,Total vehicle miles,1998,2.63,2.7
I205,Total vehicle miles,1999,2.69,2.3
I205,Total vehicle miles,2000,2.75,2.1
I205,Total vehicle miles,2001,2.8,1.8
I205,Total vehicle miles,2002,2.86,2.1
I205,Total vehicle miles,2003,2.89,1.2
I205,Total vehicle miles,2004,2.96,2.6
I205,Total vehicle miles,2005,2.99,0.8
I205,Total vehicle miles,2006,3.01,0.8
I205,Total vehicle miles,2007,3.03,0.6
I205,Total vehicle miles,2008,2.98,-1.8
I205,Total vehicle miles,2009,2.96,-0.7
I205,Total vehicle miles,2010,2.97,0.4
I205,Total vehicle miles,2011,2.95,-0.6
I205,Total vehicle miles,2012,2.97,0.6
I205,Total vehicle miles,2013,2.99,0.6
I205,Total vehicle miles,2014,3.03,1.3
I205,Total vehicle miles,2015,3.1,2.3
I205,Total vehicle miles,2016,3.17,2.6
I205,Total vehicle miles,2017,3.21,1.2
I205,Total vehicle miles,2018,3.24,0.9
I205,Total vehicle miles,2019,3.26,0.7
I205,Total vehicle miles,2020,2.9,-11
I205,Total vehicle miles,2021,3.13,7.9
I205,Total vehicle miles,2022,3.17,1.2
I205,Total vehicle miles,2023,3.24,2.1
I205,Total vehicle miles,2024,3.27,1.1
I205,Total vehicle miles,2025,3.31,1
I205,Total vehicle miles,2026,3.34,1
I205,Total vehicle miles,2027,3.37,1
I205,Total vehicle miles,2028,3.41,1
I205,Total vehicle miles,2029,3.44,1
I205,Total vehicle miles,2030,3.47,1
C103,Federal funding for transportation,1980,54.17,0
C103,Federal funding for transportation,1981,54.25,0.1
